model,param,mean,std,p16,p50,p84,n
VFD-A,A,-0.0018522412841974817,0.01361885509887416,-0.013427098907430464,-0.004397720166970513,0.013568457048276618,500
VFD-A,theta,0.8847991389367708,1.4940310178410205,3.405531503062345e-23,1.2767825071384818e-18,1.498931939455073,500
VFD-A,chi2,23.531636979925935,5.110424980092275,18.272669548770487,23.453514060612257,28.490384220239598,500
VFD-B,A,-0.2626429292335044,0.4078227028493732,-0.49999999999999994,-0.49999999999994077,0.4999999999825829,500
VFD-B,z0,0.2581233356678166,0.15049181477617618,0.07287039088365724,0.25604882404794205,0.48654122209316636,500
VFD-B,sigma,0.3011344459716648,0.3847609888438466,0.15000000000000002,0.15000000000001656,0.21389467142908514,500
VFD-B,chi2,22.05279526021772,4.327415030832979,17.60007006435479,22.064577342291507,26.546901056796465,500
